"ID";"TCM_DN";"Rev";"ClientCode";"LastTrn";"LastTrnClient"
"14987";"4355-LZ-VD-CT134600040";;;"2050-TTMCP-01839";"RLPP-TCPTM-00281"
"14988";"4355-LZ-VD-CT134600039";;;"2050-TTMCP-01839";"RLPP-TCPTM-00281"
"14989";"4355-LZ-VD-CT134600036";;;"2050-TTMCP-01839";"RLPP-TCPTM-00281"
"14990";"4355-LZ-VD-CT134600047";;;"2050-TTMCP-01829";
"14991";"4355-CE-VD-QP160450007  imported at 16-11-2023 11:28:47";;;;
"14992";"4355-CE-VD-QP160450006  imported at 16-11-2023 11:28:47";;;;
"14993";"4355-CE-VD-QP160450005  imported at 16-11-2023 11:28:47";;;;
"14994";"4355-LZ-VD-CT134600048";;;"2050-TTMCP-01829";
"14995";"4355-LZ-VD-CT134600045";;;"2050-TTMCP-01829";
"14996";"4355-LZ-VD-CT134600044";;;"2050-TTMCP-01829";
"14997";"4355-LZ-VD-CT134600041";;;"2050-TTMCP-01839";"RLPP-TCPTM-00281"
"14998";"4355-LZ-VD-CT134600046";;;"2050-TTMCP-01829";
"14999";"4355-FY-VD-IS1589400006 imported at 16-11-2023 11:35:41";;;"2122-TTMCP-02301";
"15000";"4355-FY-VD-PG1589400014 imported at 16-11-2023 11:35:41";;;"2122-TTMCP-02399";
"15001";"4355-FY-VD-PG1589400015 imported at 16-11-2023 11:35:41";;;"2122-TTMCP-02399";
"15002";"4355-FY-VD-RD1589400006 imported at 16-11-2023 11:35:41";;;;
"15003";"4355-FY-VD-SD1589400017 imported at 16-11-2023 11:35:41";;;;
"15004";"4355-FY-VD-SD1589400015 imported at 16-11-2023 11:35:41";;;;
"15005";"4355-FY-VD-SD1589400019 imported at 16-11-2023 11:35:41";;;;
"15006";"4355-FY-VD-SD1589400016 imported at 16-11-2023 11:35:41";;;;
"15007";"4355-FY-VD-SD1589400018 imported at 16-11-2023 11:35:41";;;;
"15008";"4355-FY-VD-PG1589400013 imported at 16-11-2023 11:35:41";;;"2122-TTMCP-02399";
"15009";"4355-FY-VD-RD1589400008 imported at 16-11-2023 11:35:41";;;;
"15010";"4355-FY-VD-RD1589400007 imported at 16-11-2023 11:35:41";;;;
"15012";"4355-CD-VD-SD145620282";;;;
"15014";"4355-CD-VD-SD145620292";;;;
"15015";"4355-CD-VD-FP136220001 imported at 17-11-2023 05:07:53";;;;
"15016";"4355-CD-VD-DS136220001 imported at 17-11-2023 05:07:53";;;;
"15017";"4355-FY-VD-EE129570009";;;;
"15018";"4355-FY-VD-EE129570010";;;;
"15019";"4355-CE-VD-PL160450001";;;"2122-TTMCP-02289";"RLPP-TCPTM-00288"
"15020";"4355-FY-VD-IW129570003";;;"2122-TTMCP-02417";"RLPP-TCPTM-00290"
"15021";"4355-FY-VD-IW129570004";;;"2122-TTMCP-02417";"RLPP-TCPTM-00290"
"15022";"4355-FY-VD-QP129570007";;;;
"15023";"4355-CD-VD-SC148880051";;;;
"15024";"4355-AI-VD-AE1455522I10PR002IA01";;;;
"15025";"4355-AI-VD-AE1455522I10PR002IA03";;;;
"15026";"4355-AI-VD-AE1455522I10PR002IA02";;;;
"15027";"4355-AI-VD-AE1455522I10PR002IA04";;;;
"15028";"4355-AI-VD-AE1455522I10PR002IA05";;;;
"15029";"4355-AI-VD-AE1455522I10PR002IA06";;;;
"15030";"4355-AI-VD-AE1455522I10PR002IA07";;;;
"15031";"4355-AI-VD-AE1455522I10PR002IA08";;;;
"15032";"4355-AI-VD-AE1455522I10PR002IA09";;;;
"15033";"4355-AI-VD-AE1455522I10PR002IA10";;;;
"15034";"4355-AI-VD-AE1455522I10PR002IA11";;;;
"15035";"4355-AI-VD-AE1455522I10PR002IA12";;;;
"15036";"4355-AI-VD-AE1455522I10PR002IA13";;;;
"15037";"4355-AI-VD-AE1455522I10PR002IA14";;;;
"15038";"4355-AI-VD-AE1455522I10PR002IA15";;;;
"15039";"4355-AI-VD-AE1455522I10PR002IA16";;;;
"15040";"4355-CD-VD-SD145620281";;;;
"15041";"4355-AI-VD-AE1455522I10PR002IA17";;;;
"15042";"4355-AI-VD-AE1455522I10PR002IA18";;;;
"15043";"4355-AI-VD-AE1455522I10PR002IA20";;;;
"15044";"4355-AI-VD-AE1455522I10PR002IA19";;;;
"15045";"4355-AI-VD-AE1455522I10PR002IA21";;;;
"15046";"4355-AI-VD-AE1455522I10PR002IA22";;;;
"15047";"4355-AI-VD-AE1455522I10PR002IA23";;;;
"15048";"4355-AI-VD-AE1455522I10PR002IA24";;;;
"15049";"4355-AI-VD-AE1455522I10PR002IA25";;;;
"15050";"4355-AI-VD-AE1455522I10PR002IA26";;;;
"15051";"4355-AI-VD-AM1455522I10PR002IA01";;;;
"15052";"4355-AI-VD-AM1455522I10PR002IA02";;;;
"15053";"4355-AI-VD-AS1455522I10PR002IA20";;;;
"15054";"4355-XH-VD-QP1514300001";;;"2122-TTMCP-02344";"RLPP-TCPTM-00283"
"15055";"4355-XH-VD-QC1514300001";;;;
"15056";"4355-XH-VD-FW1514300001";;;;
"15057";"4355-XH-VD-DS1475500001";;;;
"15058";"4355-XH-VD-FP1475500001";;;;
"15059";"4355-XH-VD-QC1475500001";;;"2122-TTMCP-02461";"RLPP-TCPTM-00285"
"15060";"4355-XH-VD-QP1475500001";;;"2122-TTMCP-02463";"RLPP-TCPTM-00285"
"15061";"4355-CD-VD-SD145620291";;;;
"15062";"4355-XH-VD-QC1473400001";;;;
"15063";"4355-XH-VD-QP1473400001";;;;
"15064";"4355-XH-VD-DS1406700001";;;;
"15065";"4355-FP-VD-EU1702300001 imported at 17-11-2023 09:47:29";;;"2122-TTMCP-02488";
"15066";"4355-FP-VD-ES1702300002 imported at 17-11-2023 09:47:29";;;;
"15067";"4355-FP-VD-IV1702300007 imported at 17-11-2023 09:47:29";;;;
"15068";"4355-FP-VD-IL1702300002 imported at 17-11-2023 09:47:29";;;;
"15069";"4355-FP-VD-IV1702300001 imported at 17-11-2023 09:47:29";;;;
"15070";"4355-FP-VD-ED1702300003 imported at 17-11-2023 09:47:29";;;;
"15071";"4355-FP-VD-IS1702300004 imported at 17-11-2023 09:47:29";;;;
"15072";"4355-FP-VD-IK1702300001 imported at 17-11-2023 09:47:29";;;;
"15073";"4355-FP-VD-IG1702300001 imported at 17-11-2023 09:47:29";;;;
"15074";"4355-FP-VD-IS1702300003 imported at 17-11-2023 09:47:29";;;;
"15075";"4355-FP-VD-IB1702300001 imported at 17-11-2023 09:47:29";;;;
"15076";"4355-FP-VD-EE1702300001 imported at 17-11-2023 09:47:29";;;;
"15077";"4355-FP-VD-IS1702300001 imported at 17-11-2023 09:47:29";;;;
"15078";"4355-FP-VD-IV1702300006 imported at 17-11-2023 09:47:29";;;;
"15079";"4355-FP-VD-IV1702300008 imported at 17-11-2023 09:47:29";;;;
"15080";"4355-FP-VD-IV1702300005 imported at 17-11-2023 09:47:29";;;;
"15081";"4355-FP-VD-IT1702300001 imported at 17-11-2023 09:47:29";;;;
"15082";"4355-FP-VD-IL1702300001 imported at 17-11-2023 09:47:29";;;;
"15083";"4355-FP-VD-IW1702300001 imported at 17-11-2023 09:47:29";;;;
"15084";"4355-FP-VD-IS1702300002 imported at 17-11-2023 09:47:29";;;;
"15085";"4355-FP-VD-BO1702300002 imported at 17-11-2023 09:47:29";;;;
"15086";"4355-FP-VD-IO1702300001 imported at 17-11-2023 09:47:29";;;;
"15087";"4355-FP-VD-QT1702300003 imported at 17-11-2023 09:47:29";;;;
"15088";"4355-FP-VD-QP1702300001 imported at 17-11-2023 09:47:29";;;;
"15089";"4355-FP-VD-IW1702300003 imported at 17-11-2023 09:47:29";;;;
"15090";"4355-FP-VD-DS1702300001 imported at 17-11-2023 09:47:29";;;;
"15091";"4355-FP-VD-FW1702300001 imported at 17-11-2023 09:47:29";;;;
"15092";"4355-FP-VD-QT1702300002 imported at 17-11-2023 09:47:29";;;;
"15093";"4355-FP-VD-IR1702300001 imported at 17-11-2023 09:47:29";;;;
"15094";"4355-FP-VD-QT1702300001 imported at 17-11-2023 09:47:29";;;;
"15095";"4355-FP-VD-BO1702300001 imported at 17-11-2023 09:47:29";;;;
"15096";"4355-FP-VD-QC1702300002 imported at 17-11-2023 09:47:29";;;;
"15097";"4355-FP-VD-OL1702300001 imported at 17-11-2023 09:47:29";;;;
"15098";"4355-FP-VD-ID1702300001 imported at 17-11-2023 09:47:29";;;;
"15099";"4355-FP-VD-DL1702300001 imported at 17-11-2023 09:47:29";;;;
"15100";"4355-FP-VD-IM1702300001 imported at 17-11-2023 09:47:29";;;;
"15101";"4355-FP-VD-DB1702300001 imported at 17-11-2023 09:47:29";;;;
"15102";"4355-FP-VD-ML1702300001 imported at 17-11-2023 09:47:29";;;;
"15103";"4355-FP-VD-IM1702300002 imported at 17-11-2023 09:47:29";;;;
"15104";"4355-FP-VD-QC1702300001 imported at 17-11-2023 09:47:29";;;"2122-TTMCP-02522";
"15105";"4355-FP-VD-MB1702300001 imported at 17-11-2023 09:47:29";;;;
"15106";"4355-FP-VD-OM1702300001 imported at 17-11-2023 09:47:29";;;;
"15107";"4355-JK-VD-IS101470043";;;;
"15109";"4355-FP-VD-RD1702300002 imported at 17-11-2023 10:12:15";;;;
"15110";"4355-FP-VD-SD1702300001 imported at 17-11-2023 10:12:15";;;;
"15111";"4355-FP-VD-SD1702300002 imported at 17-11-2023 10:12:15";;;;
"15112";"4355-FP-VD-SD1702300005 imported at 17-11-2023 10:12:15";;;;
"15113";"4355-FP-VD-SD1702300004 imported at 17-11-2023 10:12:15";;;;
"15114";"4355-FP-VD-PS1702300001 imported at 17-11-2023 10:12:15";;;"2122-TTMCP-02489";
"15115";"4355-FP-VD-RD1702300001 imported at 17-11-2023 10:12:15";;;;
"15116";"4355-FP-VD-SS1702300001 imported at 17-11-2023 10:12:15";;;;
"15117";"4355-FP-VD-GS1702300001 imported at 17-11-2023 10:12:15";;;;
"15118";"4355-FP-VD-RM1702300001 imported at 17-11-2023 10:12:15";;;;
"15119";"4355-FP-VD-PG1702300005 imported at 17-11-2023 10:12:15";;;;
"15120";"4355-FP-VD-PP1702300001 imported at 17-11-2023 10:12:15";;;"2122-TTMCP-02521";
"15121";"4355-FP-VD-PG1702300001 imported at 17-11-2023 10:12:15";;;;
"15122";"4355-FP-VD-PG1702300004 imported at 17-11-2023 10:12:15";;;;
"15123";"4355-FP-VD-RM1702300002 imported at 17-11-2023 10:12:15";;;;
"15124";"4355-FP-VD-GS1702300002 imported at 17-11-2023 10:12:15";;;;
"15125";"4355-FP-VD-DI1702300001 imported at 17-11-2023 10:12:15";;;;
"15126";"4355-FP-VD-PL1702300001 imported at 17-11-2023 10:12:15";;;"2122-TTMCP-02309";"RLPP-TCPTM-00288"
"15127";"4355-FP-VD-SD1702300003 imported at 17-11-2023 10:12:15";;;;
"15128";"4355-FP-VD-GS1702300003 imported at 17-11-2023 10:12:15";;;;
"15129";"4355-FP-VD-FP1702300001 imported at 17-11-2023 10:12:15";;;;
"15130";"4355-FP-VD-GE1702300002 imported at 17-11-2023 10:12:15";;;;
"15131";"4355-FP-VD-GS1702300007 imported at 17-11-2023 10:12:15";;;;
"15132";"4355-FP-VD-GE1702300003 imported at 17-11-2023 10:12:15";;;;
"15133";"4355-FP-VD-GS1702300004 imported at 17-11-2023 10:12:15";;;;
"15134";"4355-FP-VD-BD1702300002 imported at 17-11-2023 10:12:15";;;;
"15135";"4355-FP-VD-SC1702300001 imported at 17-11-2023 10:12:15";;;;
"15136";"4355-FP-VD-GS1702300006 imported at 17-11-2023 10:12:15";;;;
"15137";"4355-FP-VD-PD1702300002 imported at 17-11-2023 10:12:15";;;;
"15138";"4355-FP-VD-GL1702300001 imported at 17-11-2023 10:12:15";;;;
"15139";"4355-FP-VD-PD1702300001 imported at 17-11-2023 10:12:15";;;;
"15140";"4355-FP-VD-GP1702300001 imported at 17-11-2023 10:12:15";;;;
"15141";"4355-FP-VD-GS1702300005 imported at 17-11-2023 10:12:15";;;;
"15142";"4355-FP-VD-HN1702300001 imported at 17-11-2023 10:12:15";;;;
"15143";"4355-FP-VD-BC1702300001 imported at 17-11-2023 10:12:15";;;"2122-TTMCP-02487";
"15144";"4355-FP-VD-GE1702300001 imported at 17-11-2023 10:12:15";;;;
"15145";"4355-FP-VD-BD1702300001 imported at 17-11-2023 10:12:15";;;;
"15146";"4355-FP-VD-PD1702300003 imported at 17-11-2023 10:12:15";;;;
"15147";"4355-FP-VD-PD1702300004 imported at 17-11-2023 10:12:15";;;;
"15148";"4355-CC-VD-SC126640041";;;;
"15149";"4355-CD-VD-SC145620221";;;;
"15150";"4355-CD-VD-SC145620211";;;;
"15151";"4355-CD-VD-SC145620201";;;;
"15152";"4355-CD-VD-SC145620141";;;;
"15153";"4355-CD-VD-SC145620111";;;;
"15154";"4355-GP-VD-IC140160029";;;;
"15155";"4355-CD-VD-SC145620071";;;;
"15156";"4355-CD-VD-SD145620092";;;;
"15157";"4355-CD-VD-SD145620091";;;;
"15158";"4355-GP-VD-HN140160012";;;;
"15159";"4355-CD-VD-SD145620261";;;;
"15161";"4355-GP-VD-GL140160013";;;;
"15162";"4355-CB-VD-LG134910051";;;;
"15163";"4355-CB-VD-LG134910021";;;;
"15164";"4355-CB-VD-LG134910061";;;;
"15165";"4355-LZ-VD-CT1113400126";;;;
"15166";"4355-LZ-VD-CT1113400497";;;;
"15167";"4355-LZ-VD-CT1113400587";;;;
"15168";"4355-CD-VD-SC145620061";;;;
"15169";"4355-LZ-VD-CT1113400129";;;"2050-TTMCP-02015";
"15170";"4355-XH-VD-PL1406700001";;;;
"15171";"4355-CR-VD-QC118920202  imported at 18-11-2023 05:46:52";;;"2122-TTMCP-02294";"RLPP-TCPTM-00282"
"15172";"4355-CR-VD-QC118920001  imported at 18-11-2023 05:46:52";;;"2122-TTMCP-02294";"RLPP-TCPTM-00282"
"15173";"4355-CR-VD-QC118920103 imported at 18-11-2023 05:46:52";;;"2122-TTMCP-02294";"RLPP-TCPTM-00282"
"15174";"4355-LZ-VD-CT1113400515";;;;
"15175";"4355-LZ-VD-CT1113400516";;;;
"15176";"4355-LZ-VD-CM1113400090";;;;
"15177";"4355-LZ-VD-CT1113400133";;;;
"15178";"4355-LZ-VD-CT1113400296";;;;
"15179";"4355-LZ-VD-CT1113400138";;;;
"15181";"4355-LZ-VD-CT1113400629 imported at 19-11-2023 07:33:36";;;;
"15182";"4355-LZ-VD-CM1113400092 imported at 19-11-2023 07:33:36";;;"2050-TTMCP-01848";"RLPP-TCPTM-00287"
"15183";"4355-CD-VD-SD145620241";;;;
"15184";"4355-CD-VD-SD145620251";;;;
"15185";"4355-CD-VD-SD145620101";;;;
"15186";"4355-GP-VD-QP131100030";;;;
"15187";"4355-FY-VD-QP129570008";;;"2122-TTMCP-02513";"RLPP-TCPTM-00287"
"15188";"4355-LZ-VD-CT1113400451";;;;
"15189";"4355-LZ-VD-CT1113400452";;;;
"15190";"4355-CE-VD-FP135410001";;;;
"15191";"4355-CE-VD-FP135450001";;;;
"15192";"4355-CD-VD-SC145620001";;;;
"15193";"4355-CD-VD-SC145620011";;;;
"15194";"4355-GP-VD-RD131100039";;;;
"15195";"4355-CD-VD-SC145620031";;;;
"15196";"4355-CD-VD-SC145620041";;;;
"15197";"4355-CD-VD-SC145620051";;;;
"15198";"4355-CD-VD-SD145620262";;;;
"15199";"4355-CD-VD-SC1456200131";;;;
"15200";"4355-CD-VD-SC145620151";;;;
"15201";"4355-CD-VD-SC1456200171";;;;
"15202";"4355-CD-VD-SC145620161";;;;
"15203";"4355-CD-VD-SD145620001";;;;
"15204";"4355-XH-VD-FW121900001";;;;
"15205";"4355-CD-VD-SD145620002";;;;
"15206";"4355-CD-VD-SD145620031";;;;
"15207";"4355-CD-VD-SD145620032";;;;
"15208";"4355-CD-VD-SD145620041";;;;
"15209";"4355-CD-VD-SD145620042";;;;
"15210";"4355-CD-VD-SD145620152";;;;
"15211";"4355-CD-VD-SD145620151";;;;
"15212";"4355-CD-VD-SD145620161";;;;
"15213";"4355-CD-VD-SD145620162";;;;
"15214";"4355-CE-VD-DS135410001";;;"2050-TTMCP-01893";
"15215";"4355-GP-VD-BC131110011";;;;
"15216";"4355-GP-VD-BC131100011";;;;
"15217";"4355-CD-VD-SD145620181";;;;
"15218";"4355-CD-VD-SD145620182";;;;
"15219";"4355-JK-VD-GS101470037";;;;
"15220";"4355-GP-VD-BO131100053";;;;
"15221";"4355-GP-VD-DL131100072";;;;
"15222";"4355-GP-VD-DS131100004";;;"2122-TTMCP-02446";
"15223";"4355-CD-VD-SD145620012";;;;
"15224";"4355-CD-VD-SD145620052";;;;
"15225";"4355-CD-VD-RD148880002";;;;
"15226";"4355-CD-VD-RD148880012";;;;
"15227";"4355-CD-VD-SD145620132";;;;
"15228";"4355-CD-VD-RD148880022";;;;
"15229";"4355-CD-VD-RD148880032";;;;
"15230";"4355-CD-VD-SD145620172";;;;
"15231";"4355-CD-VD-RD148880042";;;;
"15232";"4355-GP-VD-GL131100010";;;"2122-TTMCP-02445";
"15233";"4355-AI-VD-AE1455550I10IR008IA02";;;;
"15234";"4355-AI-VD-AE1455550I10IR008IA07";;;;
"15235";"4355-AI-VD-AE1455550I10IR008IA01";;;;
"15236";"4355-AI-VD-AE1455550I10IR008IA05";;;;
"15237";"4355-AI-VD-AE1455550I10IR008IA06";;;;
"15238";"4355-AI-VD-AE1455550I10IR008IA04";;;;
"15239";"4355-AI-VD-AE1455550I10IR008IA08";;;;
"15240";"4355-AI-VD-AE1455550I10IR008IA03";;;;
"15241";"4355-CD-VD-SD145620192";;;;
"15242";"4355-CD-VD-SD145620191";;;;
"15243";"4355-GP-VD-IS131100061";;;;
"15244";"4355-GP-VD-ML131100074";;;;
"15245";"4355-LZ-VD-CT1113400136";;;"2050-TTMCP-02015";
"15246";"4355-JK-VD-IB101470002";;;;
"15247";"4355-GP-VD-OL131100070";;;;
"15248";"4355-CD-VD-LG156920001";;;;
"15249";"4355-CD-VD-LG156920004";;;;
"15250";"4355-CD-VD-LG156920007";;;;
"15251";"4355-CD-VD-LG156920013";;;;
"15252";"4355-JK-VD-IS101470014";;;;
"15253";"4355-CE-VD-FW135450071";;;;
"15254";"4355-CE-VD-FW135450151";;;;
"15255";"4355-CE-VD-FW135450261";;;;
"15256";"4355-CE-VD-FW135450141";;;;
"15257";"4355-CE-VD-FW135450271";;;;
"15258";"4355-CE-VD-FW135450191";;;;
"15259";"4355-CE-VD-FW135450221";;;;
"15260";"4355-CE-VD-FW135410003";;;;
"15261";"4355-CE-VD-FW135410051";;;;
"15262";"4355-AI-VD-AE1455522I10PR003IA02";;;;
"15263";"4355-AI-VD-AE1455522I10PR003IA01";;;;
"15264";"4355-AI-VD-AE1455522I10PR003IA03";;;;
"15265";"4355-AI-VD-AE1455522I10PR003IA04";;;;
"15266";"4355-AI-VD-AE1455522I10PR003IA05";;;;
"15267";"4355-AI-VD-AE1455522I10PR003IA06";;;;
"15268";"4355-AI-VD-AE1455522I10PR003IA07";;;;
"15269";"4355-AI-VD-AE1455522I10PR003IA08";;;;
"15270";"4355-AI-VD-AE1455522I10PR003IA09";;;;
"15271";"4355-AI-VD-AE1455522I10PR003IA10";;;;
"15272";"4355-FY-VD-GE129570007";;;;
"15273";"4355-FY-VD-GE129570008";;;;
"15274";"4355-AI-VD-AE1455522I10PR003IA11";;;;
"15275";"4355-AI-VD-AE1455522I10PR003IA12";;;;
"15276";"4355-CC-VD-FW126640003";;;;
"15277";"4355-AI-VD-AE1455522I10PR003IA13";;;;
"15278";"4355-AI-VD-AE1455522I10PR003IA14";;;;
"15279";"4355-AI-VD-AE1455522I10PR003IA15";;;;
"15280";"4355-AI-VD-AE1455522I10PR003IA16";;;;
"15281";"4355-AI-VD-AE1455522I10PR003IA17";;;;
"15282";"4355-AI-VD-AE1455522I10PR003IA19";;;;
"15283";"4355-AI-VD-AE1455522I10PR003IA20";;;;
"15284";"4355-AI-VD-AE1455522I10PR003IA18";;;;
"15285";"4355-AI-VD-AE1455522I10PR003IA21";;;;
"15286";"4355-AI-VD-AE1455522I10PR003IA22";;;;
"15287";"4355-AI-VD-AS1455522I10PR003IA20";;;;
"15288";"4355-CE-VD-QC135450001";;;;
"15289";"4355-CB-VD-QP134910002";;;"2050-TTMCP-01936";"RLPP-TCPTM-00285"
"15290";"4355-AI-VD-AM1455522I10PR003IA01";;;;
"15291";"4355-AI-VD-AM1455522I10PR003IA02";;;;
"15292";"4355-CD-VD-SD145620051";;;;
"15293";"4355-CD-VD-SD145620171";;;;
"15294";"4355-LZ-VD-CT1113400259";;;;
"15295";"4355-CD-VD-SC145620101";;;;
"15296";"4355-FY-VD-ED129570004";;;;
"15297";"4355-FY-VD-ED129570003";;;;
"15298";"4355-FY-VD-BD129570031";;;;
"15299";"4355-FY-VD-BD129570032";;;;
"15300";"4355-LZ-VD-CT1113400631 imported at 21-11-2023 08:06:34";;;;
"15301";"4355-LZ-VD-CT1113400628 imported at 21-11-2023 08:06:34";;;;
"15302";"4355-LZ-VD-CT1113400634 imported at 21-11-2023 08:06:34";;;;
"15303";"4355-LZ-VD-CT1113400633 imported at 21-11-2023 08:06:34";;;;
"15304";"4355-LZ-VD-CT1113400632 imported at 21-11-2023 08:06:34";;;;
"15305";"4355-LZ-VD-CT1113400630 imported at 21-11-2023 08:06:34";;;;
"15306";"4355-XH-VD-PD1475500002";;;"2122-TTMCP-02459";
"15307";"4355-XH-VD-PD1475500001";;;"2122-TTMCP-02458";
"15308";"4355-FY-VD-IG129570002";;;;
"15309";"4355-FY-VD-IG129570001";;;;
"15310";"4355-JK-VD-QT101470003";;;;
"15311";"4355-JK-VD-QT101470004";;;;
"15312";"4355-FY-VD-IG129570003";;;;
"15313";"4355-FY-VD-IK129570001";;;;
"15314";"4355-FY-VD-IG129570004";;;;
"15315";"4355-FY-VD-IK129570002";;;;
"15316";"4355-FY-VD-SD129570024";;;"2122-TTMCP-02379";
"15317";"4355-JK-VD-IB101470006";;;;
"15318";"4355-KK-VD-QP11014700116";;;;
"15319";"4355-CD-VD-SD145620061";;;;
"15320";"4355-CD-VD-SD145620062";;;;
"15321";"4355-CD-VD-SD145620111";;;;
"15322";"4355-CD-VD-SD145620141";;;;
"15323";"4355-CD-VD-SD145620142";;;;
"15324";"4355-CD-VD-SD145620212";;;;
"15325";"4355-CD-VD-SD145620222";;;;
"15326";"4355-CD-VD-SD145620072";;;;
"15327";"4355-CD-VD-SD145620202";;;;
"15328";"4355-CD-VD-SD145620112";;;;
"15329";"4355-GG-VD-DS151500003";;;;
"15330";"4355-GG-VD-QC151500017";;;;
"15331";"4355-GG-VD-QP151500005";;;;
"15332";"4355-XH-VD-PD1514300001";;;;
"15333";"4355-LZ-VD-CT1113400420";;;"2050-TTMCP-01857";"RLPP-TCPTM-00285"
"15334";"4355-NN-VD-PL1161060001";;;;
"15335";"4355-NN-VD-PS1161060002";;;"50-TTMCP-01437";
"15336";"4355-NN-VD-PS1161060003";;;"50-TTMCP-01438";
"15337";"4355-NN-VD-QT1161060046";;;"50-TTMCP-01439";
"15338";"4355-LZ-VD-CT1113400125";;;;
"15339";"4355-LZ-VD-CT1113400130";;;"2050-TTMCP-02017";
"15340";"4355-AI-VD-AS1455550I10IR005IA20";;;;
"15341";"4355-LZ-VD-CT1113400163";;;;
"15342";"4355-LZ-VD-CT1113400132";;;"2050-TTMCP-02015";
"15343";"4355-LZ-VD-CT1113400172";;;;
"15344";"4355-LZ-VD-CT1113400228";;;;
"15345";"4355-LZ-VD-CT1113400422";;;;
"15346";"4355-LZ-VD-CT1113400500";;;;
"15347";"4355-LZ-VD-CT1113400495";;;;
"15348";"4355-CD-VD-SD145620252";;;;
"15349";"4355-CD-VD-SD145620102";;;;
"15350";"4355-CD-VD-SD145620131";;;;
"15351";"4355-GP-VD-BO131110053";;;;
"15352";"4355-CD-VD-FW145620111";;;;
"15353";"4355-GP-VD-GE131110016";;;;
"15354";"4355-CD-VD-FW145620191";;;;
"15355";"4355-CB-VD-FW134910001";;;;
"15356";"4355-CD-VD-FW145620101";;;;
"15357";"4355-GP-VD-DL131110072";;;;
"15358";"4355-CD-VD-FW145620251";;;;
"15359";"4355-CD-VD-FW145620201";;;;
"15360";"4355-CD-VD-SD145620011";;;;
"15361";"4355-GP-VD-RD131110039";;;;
"15362";"4355-GP-VD-HN131100009";;;;
"15363";"4355-GP-VD-HN131110009";;;;
"15364";"4355-GP-VD-RC131110036";;;"2122-TTMCP-02609";
"15365";"4355-GP-VD-IS131110061";;;;
"15366";"4355-GP-VD-PL131100001";;;;
"15367";"4355-GP-VD-PL131110001";;;;
"15368";"4355-GP-VD-OL131110070";;;;
"15369";"4355-GP-VD-QP131110030";;;;
"15370";"4355-GP-VD-RM131110031";;;;
"15371";"4355-LZ-VD-CM1113400091 imported at 22-11-2023 07:51:00";;;"2050-TTMCP-01891";"RLPP-TCPTM-00289"
"15372";"4355-LZ-VD-CM1113400096 imported at 22-11-2023 07:51:00";;;;
"15373";"4355-LZ-VD-CM1113400095 imported at 22-11-2023 07:51:00";;;"2050-TTMCP-01892";"RLPP-TCPTM-00288"
"15374";"4355-LZ-VD-CM1113400094 imported at 22-11-2023 07:51:00";;;"2050-TTMCP-01937";"RLPP-TCPTM-00288"
"15375";"4355-LZ-VD-CM1113400093 imported at 22-11-2023 07:51:00";;;"2050-TTMCP-01951";
"15376";"4355-CD-VD-SD136520011";;;;
"15377";"4355-CR-VD-SD118920217";;;;
"15378";"4355-CR-VD-SD118920117";;;;
"15379";"4355-CR-VD-SD118920023";;;;
"15380";"4355-CR-VD-SD118920116";;;;
"15381";"4355-CR-VD-SD118920122";;;"2122-TTMCP-02597";
"15382";"4355-CR-VD-SD118920216";;;;
"15383";"4355-CR-VD-SD118920222";;;"2122-TTMCP-02597";
"15384";"4355-CC-VD-SC126490011";;;;
"15385";"4355-KK-VD-IT11014700033";;;"2122-TTMCP-02553";"RLPP-TCPTM-00290"
"15386";"4355-CC-VD-SC126490031";;;;
"15387";"4355-CR-VD-IV118920001";;;;
"15388";"4355-CR-VD-IV118920101";;;;
"15390";"4355-AI-VD-AE1455521I10PR002IA20";;;;
"15392";"4355-GG-VD-RM155480046 imported at 22-11-2023 10:18:25";;;;
"15393";"4355-CR-VD-IV118920201";;;;
"15394";"4355-AI-VD-QP1455500001";;;;
"15395";"4355-AI-VD-ML1455500001";;;;
"15396";"4355-CR-VD-SD118920028";;;;
"15397";"4355-AI-VD-QP1455500002";;;;
"15398";"4355-AI-VD-FW1455500003";;;;
"15399";"4355-AI-VD-ML1455500002";;;;
"15400";"4355-AI-VD-FW1455500002";;;;
"15401";"4355-AI-VD-FW1455500001";;;;
"15402";"4355-CR-VD-SD118920029";;;;
"15403";"4355-AI-VD-FO1455500001";;;;
"15404";"4355-GP-VD-BD131100025";;;;
"15405";"4355-CB-VD-LG134910041";;;;
"15406";"4355-GP-VD-GE131110018";;;;
"15408";"4355-GG-VD-PL155480001";;;;
"15409";"4355-KK-VD-IS101480005";;;;
"15410";"4355-FY-VD-EU162040001";;;;
"15411";"4355-NN-VD-ED161610005 imported at 22-11-2023 12:26:49";;;;
"15412";"4355-NN-VD-DT161610001 imported at 22-11-2023 12:26:49";;;;
"15413";"4355-NN-VD-LG161610009 imported at 22-11-2023 12:26:49";;;;
"15414";"4355-NN-VD-GP161610002 imported at 22-11-2023 12:26:49";;;;
"15415";"4355-NN-VD-PS161610002 imported at 22-11-2023 12:26:49";;;;
"15416";"4355-NN-VD-PP161610001 imported at 22-11-2023 12:26:49";;;;
"15417";"4355-NN-VD-PS161610001 imported at 22-11-2023 12:26:49";;;;
